Item,Package,Title,Rows,Cols,n_binary,n_character,n_factor,n_logical,n_numeric,CSV,Doc
galaxies,MASS,Velocities for 82 Galaxies,82,1,0,0,0,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/galaxies.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/galaxies.html
gehan,MASS,Remission Times of Leukaemia Patients,42,4,2,0,1,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/gehan.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/gehan.html
genotype,MASS,Rat Genotype Data,61,3,0,0,2,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/genotype.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/genotype.html
geyser,MASS,Old Faithful Geyser Data,299,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/geyser.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/geyser.html
gilgais,MASS,Line Transect of Soil in Gilgai Territory,365,9,0,0,0,0,9,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/gilgais.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/gilgais.html
hills,MASS,Record Times in Scottish Hill Races,35,3,0,0,0,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/hills.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/hills.html
housing,MASS,Frequency Table from a Copenhagen Housing Conditions Survey,72,5,1,0,4,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/housing.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/housing.html
immer,MASS,Yields from a Barley Field Trial,30,4,0,0,2,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/immer.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/immer.html
Insurance,MASS,Numbers of Car Insurance claims,64,5,0,0,3,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/Insurance.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/Insurance.html
leuk,MASS,Survival Times and White Blood Counts for Leukaemia Patients,33,3,1,0,1,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/leuk.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/leuk.html
mammals,MASS,Brain and Body Weights for 62 Species of Land Mammals,62,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/mammals.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/mammals.html
mcycle,MASS,Data from a Simulated Motorcycle Accident,133,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/mcycle.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/mcycle.html
Melanoma,MASS,Survival from Malignant Melanoma,205,7,2,0,0,0,7,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/Melanoma.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/Melanoma.html
menarche,MASS,Age of Menarche in Warsaw,25,3,0,0,0,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/menarche.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/menarche.html
michelson,MASS,Michelson's Speed of Light Data,100,3,0,0,2,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/michelson.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/michelson.html
minn38,MASS,Minnesota High School Graduates of 1938,168,5,1,0,4,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/minn38.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/minn38.html
motors,MASS,Accelerated Life Testing of Motorettes,40,3,1,0,0,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/motors.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/motors.html
muscle,MASS,Effect of Calcium Chloride on Muscle Contraction in Rat Hearts,60,3,0,0,1,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/muscle.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/muscle.html
newcomb,MASS,Newcomb's Measurements of the Passage Time of Light,66,1,0,0,0,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/newcomb.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/newcomb.html
nlschools,MASS,Eighth-Grade Pupils in the Netherlands,2287,6,1,0,2,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/nlschools.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/nlschools.html
npk,MASS,"Classical N, P, K Factorial Experiment",24,5,3,0,4,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/npk.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/npk.html
npr1,MASS,US Naval Petroleum Reserve No. 1 data,104,4,0,0,0,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/npr1.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/npr1.html
oats,MASS,Data from an Oats Field Trial,72,4,0,0,3,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/oats.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/oats.html
OME,MASS,Tests of Auditory Perception in Children with OME,1097,7,1,0,2,0,5,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/OME.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/OME.html
painters,MASS,The Painter's Data of de Piles,54,5,0,0,1,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/painters.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/painters.html
petrol,MASS,N. L. Prater's Petrol Refinery Data,32,6,0,0,1,0,5,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/petrol.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/petrol.html
phones,MASS,Belgium Phone Calls 1950-1973,24,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/phones.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/phones.html
Pima.te,MASS,Diabetes in Pima Indian Women,332,8,1,0,1,0,7,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/Pima.te.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/Pima.te.html
Pima.tr,MASS,Diabetes in Pima Indian Women,200,8,1,0,1,0,7,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/Pima.tr.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/Pima.tr.html
Pima.tr2,MASS,Diabetes in Pima Indian Women,300,8,1,0,1,0,7,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/Pima.tr2.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/Pima.tr2.html
quine,MASS,Absenteeism from School in Rural New South Wales,146,5,3,0,4,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/quine.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/quine.html
Rabbit,MASS,Blood Pressure in Rabbits,60,5,1,0,3,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/Rabbit.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/Rabbit.html
road,MASS,Road Accident Deaths in US States,26,6,0,0,0,0,6,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/road.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/road.html
rotifer,MASS,Numbers of Rotifers by Fluid Density,20,5,0,0,0,0,5,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/rotifer.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/rotifer.html
Rubber,MASS,Accelerated Testing of Tyre Rubber,30,3,0,0,0,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/Rubber.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/Rubber.html
ships,MASS,Ships Damage Data,40,5,1,0,1,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/ships.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/ships.html
shoes,MASS,"Shoe wear data of Box, Hunter and Hunter",10,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/shoes.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/shoes.html
shrimp,MASS,Percentage of Shrimp in Shrimp Cocktail,18,1,0,0,0,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/shrimp.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/shrimp.html
shuttle,MASS,Space Shuttle Autolander Problem,256,7,5,0,7,0,0,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/shuttle.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/shuttle.html
Sitka,MASS,Growth Curves for Sitka Spruce Trees in 1988,395,4,1,0,1,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/Sitka.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/Sitka.html
Sitka89,MASS,Growth Curves for Sitka Spruce Trees in 1989,632,4,1,0,1,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/Sitka89.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/Sitka89.html
Skye,MASS,AFM Compositions of Aphyric Skye Lavas,23,3,0,0,0,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/Skye.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/Skye.html
snails,MASS,Snail Mortality Data,96,6,1,0,1,0,5,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/snails.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/snails.html
SP500,MASS,Returns of the Standard and Poors 500,2780,1,0,0,0,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/SP500.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/SP500.html
steam,MASS,The Saturated Steam Pressure Data,14,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/steam.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/steam.html
stormer,MASS,The Stormer Viscometer Data,23,3,0,0,0,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/stormer.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/stormer.html
survey,MASS,Student Survey Data,237,12,3,0,7,0,5,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/survey.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/survey.html
synth.te,MASS,Synthetic Classification Problem,1000,3,1,0,0,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/synth.te.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/synth.te.html
synth.tr,MASS,Synthetic Classification Problem,250,3,1,0,0,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/synth.tr.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/synth.tr.html
topo,MASS,Spatial Topographic Data,52,3,0,0,0,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/topo.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/topo.html
Traffic,MASS,Effect of Swedish Speed Limits on Accidents,184,4,2,0,1,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/Traffic.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/Traffic.html
UScereal,MASS,Nutritional and Marketing Information on US Cereals,65,11,0,0,2,0,9,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/UScereal.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/UScereal.html
UScrime,MASS,The Effect of Punishment Regimes on Crime Rates,47,16,1,0,0,0,16,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/UScrime.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/UScrime.html
VA,MASS,Veteran's Administration Lung Cancer Trial,137,8,3,0,3,0,5,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/VA.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/VA.html
waders,MASS,Counts of Waders at 15 Sites in South Africa,15,19,0,0,0,0,19,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/waders.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/waders.html
whiteside,MASS,House Insulation: Whiteside's Data,56,3,1,0,1,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/whiteside.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/whiteside.html
wtloss,MASS,Weight Loss Data from an Obese Patient,52,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/MASS/wtloss.csv,https://vincentarelbundock.github.io/Rdatasets/doc/MASS/wtloss.html
boundsdata,mediation,Example Data for the Design Functions,1000,7,6,0,0,0,7,https://vincentarelbundock.github.io/Rdatasets/csv/mediation/boundsdata.csv,https://vincentarelbundock.github.io/Rdatasets/doc/mediation/boundsdata.html
CEDdata,mediation,Example Data for the Crossover Encouragement Design,2000,7,7,0,0,0,7,https://vincentarelbundock.github.io/Rdatasets/csv/mediation/CEDdata.csv,https://vincentarelbundock.github.io/Rdatasets/doc/mediation/CEDdata.html
framing,mediation,"Brader, Valentino and Suhay (2008) Framing Experiment Data",265,15,6,0,5,0,10,https://vincentarelbundock.github.io/Rdatasets/csv/mediation/framing.csv,https://vincentarelbundock.github.io/Rdatasets/doc/mediation/framing.html
jobs,mediation,JOBS II data,899,17,7,0,7,0,10,https://vincentarelbundock.github.io/Rdatasets/csv/mediation/jobs.csv,https://vincentarelbundock.github.io/Rdatasets/doc/mediation/jobs.html
school,mediation,School-level data,568,5,2,0,0,0,5,https://vincentarelbundock.github.io/Rdatasets/csv/mediation/school.csv,https://vincentarelbundock.github.io/Rdatasets/doc/mediation/school.html
student,mediation,Hypothetical student-level data,9679,13,7,0,0,0,13,https://vincentarelbundock.github.io/Rdatasets/csv/mediation/student.csv,https://vincentarelbundock.github.io/Rdatasets/doc/mediation/student.html
CHAIN,mi,Subset of variables from the CHAIN project,532,7,1,0,0,0,7,https://vincentarelbundock.github.io/Rdatasets/csv/mi/CHAIN.csv,https://vincentarelbundock.github.io/Rdatasets/doc/mi/CHAIN.html
nlsyV,mi,National Longitudinal Survey of Youth Extract,400,7,2,0,0,0,7,https://vincentarelbundock.github.io/Rdatasets/csv/mi/nlsyV.csv,https://vincentarelbundock.github.io/Rdatasets/doc/mi/nlsyV.html
Alcohol,mosaicData,Alcohol Consumption per Capita,411,4,0,1,0,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/Alcohol.csv,https://vincentarelbundock.github.io/Rdatasets/doc/mosaicData/Alcohol.html
Birthdays,mosaicData,US Births in 1969 - 1988,372864,7,0,1,1,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/Birthdays.csv,https://vincentarelbundock.github.io/Rdatasets/doc/mosaicData/Birthdays.html
Births,mosaicData,US Births,7305,8,0,0,1,0,6,https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/Births.csv,https://vincentarelbundock.github.io/Rdatasets/doc/mosaicData/Births.html
Births2015,mosaicData,US Births in 2015,365,8,0,0,1,0,6,https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/Births2015.csv,https://vincentarelbundock.github.io/Rdatasets/doc/mosaicData/Births2015.html
Births78,mosaicData,US Births in 1978,365,8,0,0,1,0,6,https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/Births78.csv,https://vincentarelbundock.github.io/Rdatasets/doc/mosaicData/Births78.html
Cards,mosaicData,Standard Deck of Cards,52,1,0,1,0,0,0,https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/Cards.csv,https://vincentarelbundock.github.io/Rdatasets/doc/mosaicData/Cards.html
CoolingWater,mosaicData,CoolingWater,222,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/CoolingWater.csv,https://vincentarelbundock.github.io/Rdatasets/doc/mosaicData/CoolingWater.html
Countries,mosaicData,Countries,288,3,0,3,0,0,0,https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/Countries.csv,https://vincentarelbundock.github.io/Rdatasets/doc/mosaicData/Countries.html
CPS85,mosaicData,Data from the 1985 Current Population Survey (CPS85),534,11,6,0,7,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/CPS85.csv,https://vincentarelbundock.github.io/Rdatasets/doc/mosaicData/CPS85.html
Dimes,mosaicData,Weight of dimes,30,2,0,0,0,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/Dimes.csv,https://vincentarelbundock.github.io/Rdatasets/doc/mosaicData/Dimes.html
Galton,mosaicData,Galton's dataset of parent and child heights,898,6,1,0,2,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/Galton.csv,https://vincentarelbundock.github.io/Rdatasets/doc/mosaicData/Galton.html
Gestation,mosaicData,Data from the Child Health and Development Studies,1236,23,0,0,1,0,22,https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/Gestation.csv,https://vincentarelbundock.github.io/Rdatasets/doc/mosaicData/Gestation.html
GoosePermits,mosaicData,Goose Permit Study,11,3,0,0,0,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/GoosePermits.csv,https://vincentarelbundock.github.io/Rdatasets/doc/mosaicData/GoosePermits.html
HeatX,mosaicData,Data from a heat exchanger laboratory,6,7,1,0,0,0,7,https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/HeatX.csv,https://vincentarelbundock.github.io/Rdatasets/doc/mosaicData/HeatX.html
HELPfull,mosaicData,Health Evaluation and Linkage to Primary Care,1472,788,329,0,6,0,782,https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/HELPfull.csv,https://vincentarelbundock.github.io/Rdatasets/doc/mosaicData/HELPfull.html
HELPmiss,mosaicData,Health Evaluation and Linkage to Primary Care,470,27,8,0,9,0,18,https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/HELPmiss.csv,https://vincentarelbundock.github.io/Rdatasets/doc/mosaicData/HELPmiss.html
HELPrct,mosaicData,Health Evaluation and Linkage to Primary Care,453,29,10,0,9,0,20,https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/HELPrct.csv,https://vincentarelbundock.github.io/Rdatasets/doc/mosaicData/HELPrct.html
KidsFeet,mosaicData,Foot measurements in children,39,8,4,0,4,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/KidsFeet.csv,https://vincentarelbundock.github.io/Rdatasets/doc/mosaicData/KidsFeet.html
Marriage,mosaicData,Marriage records,98,15,2,0,9,0,6,https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/Marriage.csv,https://vincentarelbundock.github.io/Rdatasets/doc/mosaicData/Marriage.html
Mites,mosaicData,Mites and Wilt Disease,47,2,2,0,2,0,0,https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/Mites.csv,https://vincentarelbundock.github.io/Rdatasets/doc/mosaicData/Mites.html
RailTrail,mosaicData,Volume of Users of a Rail Trail,90,11,5,1,0,1,9,https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/RailTrail.csv,https://vincentarelbundock.github.io/Rdatasets/doc/mosaicData/RailTrail.html
Riders,mosaicData,Volume of Users of a Massachusetts Rail Trail,90,12,2,0,3,0,8,https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/Riders.csv,https://vincentarelbundock.github.io/Rdatasets/doc/mosaicData/Riders.html
SaratogaHouses,mosaicData,Houses in Saratoga County (2006),1728,16,3,0,6,0,10,https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/SaratogaHouses.csv,https://vincentarelbundock.github.io/Rdatasets/doc/mosaicData/SaratogaHouses.html
SAT,mosaicData,State by State SAT data,50,8,0,0,1,0,7,https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/SAT.csv,https://vincentarelbundock.github.io/Rdatasets/doc/mosaicData/SAT.html
SnowGR,mosaicData,"Snowfall data for Grand Rapids, MI",119,15,0,0,0,0,15,https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/SnowGR.csv,https://vincentarelbundock.github.io/Rdatasets/doc/mosaicData/SnowGR.html
SwimRecords,mosaicData,100 m Swimming World Records,62,3,1,0,1,0,2,https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/SwimRecords.csv,https://vincentarelbundock.github.io/Rdatasets/doc/mosaicData/SwimRecords.html
TenMileRace,mosaicData,Cherry Blossom Race,8636,5,1,0,2,0,3,https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/TenMileRace.csv,https://vincentarelbundock.github.io/Rdatasets/doc/mosaicData/TenMileRace.html
Utilities,mosaicData,Utility bills,117,12,0,0,1,0,11,https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/Utilities.csv,https://vincentarelbundock.github.io/Rdatasets/doc/mosaicData/Utilities.html
Utilities2,mosaicData,Utility bills,117,19,0,0,1,0,18,https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/Utilities2.csv,https://vincentarelbundock.github.io/Rdatasets/doc/mosaicData/Utilities2.html
Weather,mosaicData,Weather,3655,25,1,3,0,0,21,https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/Weather.csv,https://vincentarelbundock.github.io/Rdatasets/doc/mosaicData/Weather.html
Whickham,mosaicData,Data from the Whickham survey,1314,3,2,0,2,0,1,https://vincentarelbundock.github.io/Rdatasets/csv/mosaicData/Whickham.csv,https://vincentarelbundock.github.io/Rdatasets/doc/mosaicData/Whickham.html
arthritis,multgee,Rheumatoid Arthritis Clinical Trial,906,7,2,0,0,0,7,https://vincentarelbundock.github.io/Rdatasets/csv/multgee/arthritis.csv,https://vincentarelbundock.github.io/Rdatasets/doc/multgee/arthritis.html
housing,multgee,Homeless Data,1448,4,1,0,0,0,4,https://vincentarelbundock.github.io/Rdatasets/csv/multgee/housing.csv,https://vincentarelbundock.github.io/Rdatasets/doc/multgee/housing.html
